,fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,month
969155,0,0.2,0.4857774694344886,-1,23,40,0.0151571809290163,-0.912677250526066,AC,1671,1238.1274404777412,4201.3343455779295,3087.970820274543,0,12,CB,204,1,BB,0,1,-1,0,1000.0,0,INTERNET,1.8046590840892112,windows,0,1,7
661565,0,0.9,0.8219050626659595,45,7,40,0.0081349391629161,22.19295856358283,AA,745,3147.5420759468816,3766.400138038177,4496.341502441559,2,10,CA,126,1,BC,0,1,11,0,200.0,0,INTERNET,14.793422187079155,other,1,1,4
73189,0,0.6000000000000001,0.7419175506812804,-1,50,20,0.0172564172998803,47.90891625621389,AA,1796,3874.957447552295,5316.889026654406,5305.965580985669,0,14,CA,223,0,BA,1,1,28,0,1000.0,0,INTERNET,12.788391142013609,windows,1,1,0
870497,0,0.9,0.1009077346507328,-1,37,50,0.0212054837270982,17.974749105398637,AA,847,6964.786944085103,3481.136924706153,5567.361173274025,26,6,CA,135,1,BC,1,1,31,1,200.0,0,INTERNET,1.4621169714482691,linux,0,1,6
791569,0,0.8,0.9443633890491988,-1,70,50,0.004386046354958,-0.4971363339815229,AB,994,5578.5189327012,3260.419691924264,4196.57470070553,140,15,CA,340,1,BC,1,1,5,1,1500.0,0,INTERNET,8.811394012204227,windows,1,1,5
177835,0,0.9,0.2350602840994589,-1,29,50,0.0024006183385936,-0.681097064086897,AC,1180,3471.919730654137,2508.950626387808,3179.6393596025664,1,9,CB,256,0,BB,1,1,1,1,1500.0,0,INTERNET,4.630617487803763,windows,0,1,1
549110,0,0.7000000000000001,0.5086154667238721,100,8,40,0.0052555166498457,-1.636538107409819,AC,2308,6404.602484884156,3870.5718736375698,4451.550494514588,0,11,CF,174,0,BB,0,1,-1,0,200.0,0,INTERNET,8.316078904647776,other,1,1,4
995766,0,0.1,0.1944355151975176,-1,98,30,0.0157909929086171,-0.6550655963629766,AC,825,5187.657742196453,2956.981866351076,3091.3895385331425,1,16,CD,63,1,BB,1,0,-1,0,200.0,1,INTERNET,5.179757758335764,linux,1,1,7
101461,0,0.1,0.5626997498498922,-1,123,20,0.0114550261387907,-1.2650888484173335,AC,1469,7951.96439009123,6212.9530270827245,6817.643224848406,0,9,CA,164,1,BE,1,1,-1,0,200.0,0,INTERNET,9.615347604744844,windows,1,1,0
376222,0,0.4,0.7248520811659773,-1,45,30,0.0369264822829072,49.34999336631635,AA,3502,8220.589659791018,7516.485329147855,5102.230576356397,586,12,CB,107,0,BC,1,1,1,1,500.0,0,INTERNET,1.6495797650736497,windows,0,1,2
419830,0,0.1,0.9965205348076094,105,3,30,0.0266967361911189,-0.9295023275288408,AC,764,4109.612981899373,3262.579068413332,5081.335242024569,0,11,CD,206,0,BA,0,1,-1,1,1500.0,0,INTERNET,1.989432671381468,linux,1,1,3
356311,0,0.1,0.2848578391213238,-1,80,30,0.0063761141199187,-1.1145653658823036,AD,1392,12893.823412232045,6771.334977730693,5492.298856200304,1420,12,CA,106,1,BB,0,1,28,0,200.0,0,INTERNET,4.444776099148638,linux,1,1,2
162044,1,0.9,0.8038399797800645,-1,270,40,0.0501576245315278,-1.5099675793771967,AC,390,2566.511242509849,6972.7733701950965,4854.170175126738,0,7,CA,83,0,BB,0,1,-1,0,200.0,0,INTERNET,5.853191801718367,other,0,0,1
873817,0,0.5,0.7996546814825587,-1,16,40,0.0448944273053464,-1.4457482120495009,AB,3255,2360.6480735301448,2745.5469128543327,4311.619256483841,2,8,CA,209,1,BB,1,1,1,0,1500.0,0,INTERNET,4.1638707581244825,other,1,1,6
137491,0,0.9,0.8778201271682672,-1,152,50,0.0317498728397177,-1.4690602732451108,AB,1119,6199.122713367439,6133.934343851534,4318.696431205285,10,5,CC,249,1,BB,1,1,22,1,1500.0,0,INTERNET,1.8045627000001128,linux,0,1,1
442733,0,0.7000000000000001,0.0482577223865875,83,6,30,7.688566955605541,14.018494240202733,AA,1757,7191.446146893158,5862.130190860282,4572.605726518571,10,20,CA,45,1,BB,1,1,26,0,200.0,0,INTERNET,5.689971405683153,linux,1,1,3
122142,0,0.5,0.9971118238682388,-1,155,50,0.006804767783575,-1.4932816048314046,AB,3720,10107.094961358776,5651.231761151591,6434.383391690954,0,5,CA,137,0,BB,1,1,30,1,200.0,0,INTERNET,2.1534034496905554,linux,1,1,0
438964,0,0.5,0.8516613749651668,-1,251,20,2.45921415181552e-05,-0.7540966842857695,AB,1709,5836.659047691539,3772.823736058357,5131.255832761715,10,12,CA,108,1,BE,0,1,15,0,200.0,0,INTERNET,5.512859496763762,windows,1,1,3
43691,0,0.8,0.6780837265159813,-1,215,20,0.0132279884388786,-0.7596783314611921,AC,3192,5025.876945337602,6176.324426937229,6266.893929958927,0,10,CA,144,0,BA,0,1,-1,0,200.0,0,INTERNET,2.9065348223739544,windows,0,1,0
506052,1,0.8,0.7749333189838189,-1,37,30,0.0413008241309596,-0.4025450943666804,AB,1488,6536.833998306382,5218.024830229197,4917.987366726777,16,14,CA,183,0,BA,0,1,1,0,1500.0,0,INTERNET,2.527816865609433,windows,0,1,3
368040,0,0.8,0.0855244902197754,-1,192,40,0.0057660413795881,-0.9565654512640288,AC,850,4335.629377180034,3586.0782533399224,5226.596524645497,1,13,CA,125,0,BC,1,1,-1,0,200.0,0,INTERNET,3.6692685512915872,other,1,1,2
186908,0,0.1,0.6808323593424591,-1,81,30,0.0263956035041869,-0.5752631678719262,AC,781,4349.912765170611,5002.284186705062,5287.44025170721,0,16,CA,219,1,BC,0,1,-1,1,1000.0,0,INTERNET,5.042543939264968,linux,0,1,1
37743,0,0.9,0.7522811425178456,10,1,60,0.0210012677763643,-0.8003262366689059,AB,2714,11143.497106441077,7489.687928405528,6636.3394146548535,731,3,CA,59,0,BD,1,0,30,0,200.0,0,INTERNET,33.10743925204022,linux,1,1,0
758020,0,0.9,0.6815609847469135,-1,114,20,0.0113952662439359,-1.2987288720256294,AB,584,3265.3274959425653,2894.852153297359,3990.428501600819,231,4,CA,124,1,BE,0,1,1,0,200.0,0,INTERNET,7.5190066266668225,other,0,1,5
67476,0,0.7000000000000001,0.6066885591204217,-1,189,20,0.0061044287022336,-1.096392105580393,AD,2621,3139.5123459171773,6225.6876090812975,6081.627329135784,9,22,CA,5,1,BE,0,1,25,0,200.0,0,INTERNET,3.3326364120755647,other,1,1,0
615227,0,0.8,0.5572197692264056,-1,135,30,0.0038638477511117,-1.6443680976412476,AD,611,7400.248447070247,4328.041306932916,4336.329195333038,3,16,CA,116,1,BA,0,1,1,0,200.0,0,INTERNET,2.856257659484533,linux,1,1,4
943761,0,0.2,0.0391674361361625,-1,67,30,0.027972630358001,-1.7159426264476731,AD,1929,1147.7717631978269,2703.9636696261177,3196.040837180152,8,6,CA,118,0,BB,0,1,10,0,200.0,0,INTERNET,4.171491154425686,windows,0,1,7
3217,0,0.9,0.2182400019983238,47,8,40,0.0185002492827958,-0.0595414081410448,AC,343,4078.471442459455,5984.324134779655,5920.28036188783,1,9,CA,199,1,BE,1,1,28,0,500.0,0,INTERNET,4.744138570131232,windows,1,1,0
437377,0,0.8,0.1623470683515871,36,4,30,0.025664206465847,-1.5541962214160143,AD,1064,9791.871267461467,5436.989336132418,4899.576872772077,384,11,CA,54,1,BC,1,1,1,0,200.0,0,INTERNET,12.246080498910096,other,1,1,3
773603,0,0.6000000000000001,0.8902299170813125,-1,51,30,0.0061559671047668,-0.6183299967849802,AB,1569,1831.5331286211365,3780.4411267671503,4257.786532485959,16,9,CD,185,0,BB,0,1,31,0,210.0,0,INTERNET,10.42634289553154,other,1,1,5
234652,0,0.1,0.7862684012673392,23,2,30,0.0001820458330908,-1.353206024578316,AC,1169,1761.3968761461786,7421.208870344027,5531.763291758735,18,16,CA,273,0,BC,1,0,-1,1,1500.0,0,INTERNET,1.5592476446617167,linux,1,2,1
383925,0,0.6000000000000001,0.4702472692132091,12,7,30,0.0065092406536282,-1.4522652848669233,AC,1044,5540.783531659784,4835.059341823943,5069.7201342002445,0,10,CA,117,1,BB,0,1,-1,0,200.0,0,INTERNET,4.268944132089846,linux,1,1,2
406185,0,0.7000000000000001,0.8684017606581171,26,8,40,0.0497888972901303,-1.2794026066645936,AB,1022,6044.294218882914,4376.409360270671,4977.899352452973,11,3,CB,83,0,BA,1,1,15,0,200.0,0,INTERNET,31.83886312539792,other,0,1,3
966670,0,0.8,0.7453769328129982,67,9,30,0.0240175980461159,-0.9134787229561478,AB,1186,3244.011436118564,3352.52213827987,3166.200398095866,16,8,CA,195,1,BC,1,1,1,1,500.0,0,INTERNET,5.561812105687916,windows,0,1,7
154639,0,0.9,0.7582014389323438,111,148,50,0.0343370813906337,31.20661581207878,AA,631,3093.512606988548,5177.651518988272,5346.090326914788,13,23,CB,209,1,BA,1,0,21,0,1500.0,0,INTERNET,7.294289103044817,windows,0,1,1
111538,0,0.4,0.117310464808374,25,13,40,0.0046898008278861,-1.077313334565098,AC,2967,9722.491957967612,5751.433753932592,5898.216645712167,1,4,CA,113,0,BC,1,1,-1,1,1000.0,0,INTERNET,27.30228298689328,linux,1,1,0
225237,0,0.4,0.5853472429483993,-1,18,30,0.0046462286598317,-0.6112787920486333,AB,1829,9653.15915121938,5697.229896701944,5424.219918813044,13,17,CB,35,0,BB,1,1,1,0,200.0,0,INTERNET,12.339879934683148,windows,1,1,1
848697,0,0.7000000000000001,0.2674891713325729,-1,150,40,0.0042378117134949,-1.3925616990018146,AB,2394,4117.0555369163285,3548.625867900312,4473.835716742049,48,14,CA,255,1,BA,1,0,30,1,1000.0,0,INTERNET,1.1022651132069283,windows,1,1,6
331112,0,0.8,0.2607260167743237,-1,265,30,0.0031415971697467,-1.6210413787469558,AC,2904,4491.882119348562,4164.4537535794125,5606.106564562318,0,13,CA,163,1,BC,0,1,-1,1,200.0,0,INTERNET,3.630502835905896,linux,0,1,2
770513,0,0.8,0.42267754152612,-1,42,20,1.2812051088609404,-0.6217347515823732,AD,3298,5404.019615596365,2866.24886123484,4099.444327586102,10,13,CA,104,0,BE,0,1,1,0,200.0,0,INTERNET,3.3895389669324283,x11,0,1,5
160335,0,0.8,0.3272140572020206,-1,119,50,0.0186718226288055,-0.7069360990877607,AC,1012,7092.552222896975,5071.540096486437,4964.316927608643,1,14,CB,37,0,BA,1,1,-1,0,200.0,0,INTERNET,5.019616957666441,other,0,1,1
199624,0,0.8,0.5317653476890265,-1,45,30,8.332526790955416,-1.6349051411622182,AD,1502,3297.394577262566,4159.610828074199,4186.870110806121,0,10,CA,-67,1,BB,0,1,1,0,200.0,0,INTERNET,2.6052815882928857,linux,1,1,1
245811,0,0.8,0.0882208855283118,-1,39,30,0.0137348073174581,-0.8608427308826779,AB,866,8744.702176139763,6403.211444447373,5273.191396102179,16,10,CA,211,1,BC,0,1,28,0,1000.0,0,INTERNET,2.4340393704783274,windows,0,2,1
794432,0,0.1,0.8113682738274713,-1,51,30,0.0183102204968195,-1.5876422210220391,AB,981,8069.707066409073,5193.799960076493,4307.319845637448,39,10,CA,91,1,BC,1,1,30,0,200.0,0,INTERNET,3.2058909520279526,other,1,1,5
317370,0,0.9,0.8424827007107644,34,11,30,0.0351338454975845,-0.7939972933969455,AB,3366,5766.109584283488,5273.72871306305,5095.552075584769,2,8,CA,148,1,BC,0,1,26,0,200.0,0,INTERNET,9.796674791089174,linux,1,1,2
505238,0,0.7000000000000001,0.3892650759007433,-1,51,30,0.0084042513731329,35.10045305257424,AA,3652,2798.794211772182,5192.489878199878,4944.021159147113,2,12,CA,124,1,BD,1,1,15,0,200.0,0,INTERNET,16.482959967248185,other,1,1,3
955842,0,0.9,0.6981387717960488,-1,21,30,0.0186558343812514,-0.6801472272824318,AD,1198,1354.4083540419151,2517.8279933189083,3129.870939490894,9,7,CB,75,1,BC,1,1,1,0,200.0,0,INTERNET,3.6891950130690274,linux,0,1,7
552275,0,0.7000000000000001,0.0688892677047288,-1,174,30,0.0037781815275398,35.11191747841764,AA,1856,6429.870636591195,4884.931409483836,4333.206105586042,3,4,CA,23,1,BA,1,1,11,0,500.0,0,INTERNET,5.366927339897169,x11,0,1,4
647096,0,0.9,0.5469315195049633,-1,156,60,0.0031635490890431,-1.0693961937811882,AB,1135,4794.539556604838,4836.428298015796,5009.996461821525,34,16,CA,348,1,BA,1,0,5,0,1500.0,0,INTERNET,2.939052678503604,windows,0,1,4
869535,0,0.8,0.5389989151175252,-1,117,20,0.0162953294476917,-0.7327383105428544,AD,882,3494.5421682837573,6631.884005559826,3958.129647415255,13,15,CA,184,1,BB,0,1,1,0,500.0,0,INTERNET,6.763688297045731,other,0,1,6
115016,0,0.3,0.455107083899685,-1,127,70,0.0096539584893132,36.861220850194,AA,1292,2766.373671548896,4234.90972044702,4321.1250023701095,14,4,CC,90,0,BB,0,1,27,0,200.0,0,INTERNET,4.559672520442287,other,1,1,0
169018,0,0.1,0.927028006935742,-1,80,50,0.0034720596978031,-1.2792441287022442,AC,980,6071.2515567380615,4333.419527474182,5342.075720866565,1,3,CB,257,0,BA,1,0,-1,0,200.0,0,INTERNET,2.4051115794429982,other,1,1,1
798102,0,0.9,0.1559678334004684,-1,44,50,0.0063311193854227,-0.8598588384617809,AC,2317,2851.8530225526465,3150.2075797954,3413.217740744222,0,2,CC,226,1,BD,1,1,-1,1,1500.0,0,INTERNET,7.949605759015666,linux,1,1,6
146222,0,0.2,0.0732191703094974,-1,139,50,2.4842543794377145,-0.6011806686267407,AC,1128,5078.639393803088,6620.136281687389,5454.155421768782,1,4,CA,176,1,BC,1,1,-1,0,200.0,0,INTERNET,27.45664716780567,other,0,2,1
631206,0,0.1,0.2282844198997871,-1,85,30,0.0090748548038509,-0.9269275873316684,AB,3488,8180.592378830891,4527.046231359218,4341.582175262378,9,5,CA,99,0,BA,1,1,5,0,200.0,0,INTERNET,3.2620506111333163,other,1,1,4
736858,0,0.9,0.2023300092215448,51,15,30,0.0105591604419848,-0.8184679515413151,AC,651,4656.743792791909,4918.9720140110685,4295.220413362151,0,10,CA,150,1,BB,1,0,-1,0,200.0,0,INTERNET,3.567975891923985,linux,0,1,5
853349,0,0.8,0.2208513192169977,-1,125,30,0.0200116018815257,46.99845363109869,AA,854,1626.4210998885935,2815.6137786602253,3976.044372494666,2,9,CA,161,1,BC,0,1,-1,0,200.0,0,INTERNET,4.233629292167603,other,1,1,6
58687,0,0.9,0.7418922878916202,-1,10,30,0.0100018134304612,-1.3575876006896734,AB,1540,10642.944351524597,7462.549018862126,6333.994380894402,9,31,CA,-8,1,BC,0,1,20,0,200.0,0,INTERNET,6.025585761622652,linux,0,1,0
614846,0,0.8,0.8555997932681685,-1,10,40,6.4051079227127925,49.6214168480385,AA,570,5297.207771531712,5433.123483578174,4944.693562233233,2,6,CB,103,1,BC,0,1,28,0,200.0,0,INTERNET,15.49215254658053,linux,1,1,4
578908,0,0.7000000000000001,0.7971133453619413,52,8,20,0.0266314930177143,-1.2428736044359026,AB,355,4717.57321134948,4101.33722058947,4198.439998328731,7,10,CA,166,0,BC,0,1,1,0,200.0,0,INTERNET,7.890072668134281,linux,1,1,4
20933,0,0.1,0.3136799228240576,-1,95,20,0.0096137105942164,-1.4694665649296637,AB,3129,4479.220104786492,6979.7466179456505,6681.384148644878,7,16,CB,94,1,BE,0,1,19,1,200.0,0,INTERNET,3.3318487413794804,other,1,1,0
414752,0,0.9,0.8298541798317005,-1,78,40,0.0263835375428667,-0.0755176721571015,AC,1908,876.8618644941838,6932.274375873232,4831.409938659514,0,7,CA,249,0,BB,0,1,-1,0,1500.0,0,INTERNET,5.7294639657508775,other,0,1,3
285779,0,0.4,0.0954561878108816,-1,132,30,0.0164307404787006,48.8961535870501,AA,1466,8210.966217351865,5191.608544969066,6727.706141358397,604,14,CB,140,0,BE,1,1,10,1,200.0,1,INTERNET,2.6086508807442854,other,1,1,2
411391,0,0.1,0.6357375169378792,53,4,20,0.3492784100717357,-0.8552555142300041,AB,2660,6219.540275367164,5592.174523228233,4216.3200526049,0,9,CA,146,1,BE,0,1,31,0,500.0,0,INTERNET,9.292543226379278,linux,1,1,3
387985,0,0.6000000000000001,0.8734343957366848,190,26,40,0.0116097632409026,24.431052164157663,AB,1828,10448.119216218844,6630.901450430183,5444.978078337968,14,9,CA,111,0,BC,0,1,10,0,200.0,0,INTERNET,9.863712718466806,other,1,1,2
919601,0,0.7000000000000001,0.7532238494123921,36,4,20,0.0029042974480609,-0.3586040032056657,AB,696,4083.050042170921,3236.978252867534,3079.1296936441145,3,6,CA,223,0,BB,0,1,2,0,1500.0,0,TELEAPP,4.706076414154334,other,0,1,7
721532,0,0.9,0.9940187031646134,-1,200,40,0.0153428234155069,30.69493239988628,AA,2098,8054.579246845415,5165.742551420921,4968.965339560138,6,5,CA,77,1,BC,1,1,31,1,200.0,0,INTERNET,2.3372440065113187,linux,0,1,5
373243,0,0.1,0.5993614842820465,-1,190,40,0.0179820548040757,-0.6570722442774215,AC,754,9227.323396770647,5172.452601501734,5172.08727526449,1,6,CB,40,0,BE,1,1,-1,0,200.0,0,INTERNET,3.2961479400121703,windows,0,1,2
351827,1,0.9,0.1095971432496146,28,10,30,1.1636261299756845,50.50509683791972,AA,2078,4607.7508807984295,6458.803105323415,5455.4304849240725,38,8,CA,264,0,BA,0,1,28,0,500.0,0,INTERNET,9.75395694436414,x11,0,1,2
297912,0,0.3,0.0937081722422336,27,11,30,11.23734516635393,34.867106120529,AA,3305,13277.110725801993,5627.763245749214,5627.577217958684,19,16,CA,115,1,BC,0,1,22,0,200.0,0,INTERNET,2.648271707745814,other,1,1,2
626323,0,0.7000000000000001,0.7917335404340609,-1,108,20,0.0032232932203814,-0.6364682937689354,AB,507,7203.696271110209,3367.260827769805,4348.341506942632,12,7,CA,184,1,BC,1,1,1,0,500.0,0,INTERNET,5.837715388483881,other,1,1,4
511807,0,0.8,0.7164535015451863,-1,199,40,0.0253306197402335,50.01606179628411,AA,2882,8000.046786853414,4536.693733205787,4898.926936638856,11,6,CA,41,0,BE,1,1,21,0,200.0,0,INTERNET,3.1670179206536164,other,1,1,3
635896,0,0.8,0.8504707621381381,-1,22,40,0.0028982042426842,-1.322228861055252,AB,1119,2405.744712872471,5712.230618767776,4338.588381767796,35,11,CD,105,0,BC,1,1,15,0,200.0,0,INTERNET,3.1518561805754803,windows,1,1,4
674029,0,0.7000000000000001,0.2461533535407515,-1,70,60,0.0003866710819821,-0.8812203275259755,AB,1210,5386.17691103437,4588.848913117565,4956.189624590485,3,2,CG,48,0,BC,0,1,30,1,200.0,0,TELEAPP,2.34995538554813,macintosh,0,1,4
664432,0,0.7000000000000001,0.5107377924797232,-1,47,20,0.0091131124539543,37.25717832181803,AA,929,4746.042131299245,3119.320982302049,4137.673870378093,8,11,CF,83,0,BC,0,1,15,0,200.0,0,INTERNET,1.7101885259999732,linux,1,1,4
32914,0,0.4,0.1324132219955646,-1,41,20,3.14319505736344,16.010429450605855,AA,5187,9493.566648047,7863.187890667949,6012.181020872037,17,20,CE,31,1,BE,1,1,2,0,200.0,0,INTERNET,45.69563843761353,other,1,1,0
232521,0,0.9,0.5915434872380353,-1,188,50,0.0034171929499801,-1.3443217110114547,AB,2508,4901.011481170801,3286.5391181251543,5609.915120258307,825,5,CA,183,1,BA,0,1,6,0,990.0,0,INTERNET,6.516697271630795,linux,0,1,1
93695,0,0.6000000000000001,0.6527412680712339,-1,43,20,0.0343247486621129,-1.3423077118352855,AB,4362,6605.575283745239,5196.59859511385,6733.190464312924,6,14,CA,46,0,BB,0,1,25,0,200.0,0,INTERNET,2.1026686701345527,other,1,1,0
180492,0,0.4,0.2518402846634812,-1,66,30,0.0015955533255851,-1.4279026656162752,AC,723,13335.397787479942,7288.989935976832,5600.670547322155,10,13,CA,228,0,BB,0,1,-1,0,1000.0,0,INTERNET,3.281204158378929,other,1,1,1
863423,0,0.9,0.7589128488992971,-1,189,40,0.0194608892894416,-1.0405880811035448,AD,3191,3731.754067114254,2573.1489175581355,4232.066193096726,21,14,CB,72,1,BE,0,1,26,0,200.0,0,INTERNET,8.547096536064476,other,0,1,6
701237,0,0.4,0.4276065617667761,-1,194,20,0.0205994549350125,-1.3153690356599463,AC,1152,4666.55596076087,4378.752567107574,4267.879801877223,0,10,CA,86,0,BA,0,1,-1,0,200.0,0,INTERNET,57.19998706584293,linux,1,1,5
956680,0,0.9,0.0679368576231202,28,3,30,0.0321959528686549,101.06576719069956,AA,844,7004.873836221367,4060.274489131288,3124.3772814184613,419,3,CA,183,1,BC,1,1,11,0,1500.0,0,INTERNET,3.788070213900661,windows,0,1,7
773532,0,0.8,0.994922729743034,13,13,20,0.0246034172017948,-1.0596982266539186,AA,758,9454.465142057285,5961.446599912501,4272.313392473106,15,8,CA,229,0,BC,0,1,1,1,510.0,0,INTERNET,5.72124861033398,linux,0,1,5
468203,0,0.8,0.3873738290029904,-1,129,40,0.0242523337813658,-1.6369801244333602,AB,2551,5756.287520737244,3871.120799834821,4184.614028907664,1462,2,CB,55,0,BC,1,1,27,1,200.0,0,INTERNET,1.5447997024204771,linux,1,1,3
146814,0,0.3,0.1237648610395243,-1,127,60,6.182066438190963,-1.160089936748582,AC,5725,7270.208474476566,5603.119903409825,5503.693037242788,1,2,CA,73,1,BC,1,1,-1,0,200.0,0,INTERNET,16.775045987408685,windows,1,2,1
895863,0,0.1,0.1822870768209338,-1,108,20,0.0115350215383868,-0.9123583279147318,AB,2213,3081.546709592452,2831.6469401471336,4187.494776307662,16,11,CA,98,1,BE,1,1,5,0,200.0,0,INTERNET,12.115810061878244,windows,1,1,6
138813,0,0.8,0.5728983194405546,-1,64,50,0.0224838822721238,-0.9884313799482128,AB,988,1185.3128027128614,3378.7827170639503,5322.291226626116,10,5,CA,212,0,BA,1,1,25,0,1500.0,0,INTERNET,15.992290095891342,other,1,1,1
192295,0,0.8,0.6825285681548011,-1,195,20,20.212475686897108,34.289376882944104,AA,1164,6197.640179489587,5156.063051941932,5602.142223844013,2050,13,CA,111,1,BE,1,1,12,0,200.0,0,INTERNET,6.9315620982320745,other,0,1,1
627053,0,0.9,0.7809167900755916,26,9,50,0.0169758418551013,29.28155876039881,AA,719,4412.229422686725,6510.879314046766,4379.225225040257,64,8,CA,52,1,BA,0,1,6,1,1500.0,1,INTERNET,9.167519152332794,linux,0,1,4
233005,0,0.2,0.1806787486998182,-1,106,50,1.7805350892349017,-0.9895660467750852,AB,3254,9771.635088083338,6871.016693787168,5374.681216270581,13,6,CA,46,1,BB,0,1,2,0,200.0,0,INTERNET,3.974450527716223,windows,1,1,1
763456,0,0.9,0.0901293745176566,-1,25,30,0.0019858375697137,-1.1979439030473051,AB,1036,4070.8319542418544,4197.3924155867935,4255.110590869736,879,9,CB,98,1,BC,0,1,1,0,200.0,0,INTERNET,11.460034105745866,linux,0,2,5
192072,0,0.5,0.1078527224590809,-1,133,40,0.0006471576075348,-0.4324181566509912,AD,1112,2004.3498088346887,4091.8984527036255,5323.875285795926,15,12,CB,263,1,BA,1,1,28,0,1500.0,0,INTERNET,2.4599617843592503,other,1,1,1
832092,0,0.9,0.0012102775096795,37,21,30,0.0048862162631597,49.02857572150594,AA,1415,1255.6839394302606,2101.796078017758,3915.3790218931545,251,3,CA,125,0,BC,0,1,1,0,200.0,0,INTERNET,4.078107954488028,windows,0,1,6
937662,0,0.8,0.5557562697616789,29,7,30,0.0467502927675166,-0.8250706396629628,AB,829,13905.995709623792,5853.660272655189,3099.240677998232,825,15,CB,84,0,BC,0,1,29,0,200.0,0,INTERNET,18.6871191902078,other,0,1,7
445965,0,0.1,0.5836686179235048,-1,33,20,0.0297281299154626,-1.07581900011443,AB,1491,9228.289851627673,5293.465565392564,5200.571799303752,14,13,CA,95,1,BE,0,1,1,0,200.0,0,INTERNET,8.142970129784981,linux,1,1,3
362245,0,0.9,0.7450249791646648,-1,325,30,0.0046780210350173,-0.3892987482867036,AB,852,4577.0256679383065,3665.1501425209785,5569.39270952104,9,6,CA,96,1,BA,0,1,1,0,2000.0,0,INTERNET,8.023013892626013,macintosh,1,1,2
903448,0,0.7000000000000001,0.3769779482123481,-1,131,60,0.008735016833504,-1.1090617362131656,AB,904,3115.936470878274,3032.891219321353,3140.440220565213,15,6,CA,114,1,BB,0,1,26,0,500.0,0,INTERNET,4.703735041370921,linux,0,1,7
12267,0,0.6000000000000001,0.6979241650282889,-1,53,40,0.0197472006129557,-0.8759641978056744,AB,4882,8594.008661642696,7030.486858480337,6692.2358858409925,289,5,CF,61,0,BB,1,1,25,0,200.0,0,INTERNET,26.976448170475788,linux,1,1,0
165817,0,0.4,0.1688103875606552,-1,209,30,0.0088855396100011,20.151192421486886,AA,1664,3258.89050909075,3306.5001504982592,5560.647037729461,12,15,CA,103,0,BE,0,1,26,1,200.0,0,INTERNET,4.070074178402819,windows,0,1,1
90713,0,0.7000000000000001,0.7013349752481906,-1,196,40,0.0183741120497412,34.87956513202332,AA,3701,7494.236989434006,4013.18372362846,4458.458561147813,15,13,CB,123,0,BD,0,1,28,1,200.0,0,INTERNET,2.56934819406624,linux,1,1,0
411939,0,0.3,0.1675268212216931,-1,82,50,0.0097020123666071,40.70781456987993,AA,1624,7928.66141207596,4959.617941069502,5187.42243213221,10,3,CA,146,1,BA,0,1,30,0,500.0,0,INTERNET,1.035615256376111,other,1,1,3
447753,0,0.4,0.5738898591930284,31,98,30,0.0035651228402612,-1.2728738121707024,AB,4718,8343.725921557425,5787.186479862775,5185.803850875147,8,20,CB,117,0,BC,0,1,15,0,500.0,0,INTERNET,4.551468737690881,linux,0,1,3
768596,0,0.8,0.7119235398321464,-1,54,30,0.0066165117869043,-1.5186112287721294,AC,2470,4119.6434791161655,5120.276315452223,4260.636447244683,1,9,CB,190,1,BC,1,1,-1,0,1500.0,0,INTERNET,4.97131941026333,linux,1,1,5
451107,0,0.4,0.8904842067270834,12,7,30,0.006168953412929,47.74843160621746,AA,2025,3417.900218732049,4128.351425438656,5110.743097805879,1,5,CA,94,0,BA,0,0,20,1,200.0,1,INTERNET,3.981823568346704,windows,0,1,3
935235,0,0.9,0.7661886361653766,-1,129,30,0.0232388981205709,-0.0730761567693901,AC,742,5224.523218447434,3161.309491130564,3125.772698435957,1,9,CA,211,0,BB,1,1,-1,1,1000.0,0,INTERNET,6.142691426304487,other,1,1,7
177348,0,0.1,0.1905638737649432,-1,39,40,0.0100230634589502,-1.2403550800991552,AB,1343,5262.570138381871,4839.733216176007,5335.594801688305,29,5,CA,153,0,BA,1,1,9,1,500.0,0,INTERNET,3.012732393585796,linux,1,1,1
174733,0,0.9,0.7174802551001442,-1,274,20,0.0325901571860922,44.28891573117895,AA,3624,10012.937277738934,5041.812018251461,5213.993575774747,14,13,CA,159,0,BE,0,1,15,0,1500.0,0,INTERNET,5.880071869941034,other,1,1,1
652382,0,0.3,0.278405933769679,-1,54,40,0.0195730948075428,-0.9471250948720146,AC,352,2976.569185970357,2989.6729162219567,4875.768229638782,1,5,CA,79,1,BD,0,1,-1,0,200.0,0,INTERNET,7.0383758377557895,other,0,1,4
432582,0,0.2,0.8629366987073425,9,12,40,0.0164019377048937,-0.8771062880341296,AC,1178,5882.736926782735,5170.399890598016,4885.77009225606,1,11,CF,199,1,BC,1,1,-1,0,1000.0,0,INTERNET,9.196655607283867,linux,1,1,3
