step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
8,CASH_OUT,223589.32,C1471592488,18651.41,0.0,C1065774928,343587.33,1024187.45,0
202,CASH_OUT,201070.44,C1723072725,21577.0,0.0,C1386103512,71716.46,272786.9,0
208,CASH_OUT,70594.58,C2028183722,0.0,0.0,C980825251,1116320.64,1186915.21,0
99,TRANSFER,1515291.19,C1575226124,1515291.19,0.0,C1023961494,0.0,0.0,1
500,TRANSFER,500373.29,C620021410,0.0,0.0,C391913463,7215610.87,7715984.16,0
256,TRANSFER,106975.02,C416598584,10664.0,0.0,C1969080281,439466.91,546441.93,0
396,TRANSFER,775213.64,C326504380,0.0,0.0,C1256843844,1260660.49,2035874.13,0
354,CASH_OUT,81968.3,C1362866494,0.0,0.0,C1490794049,7629587.95,7711556.25,0
275,CASH_OUT,100816.68,C1915611043,24555.0,0.0,C447326118,21906.67,122723.35,0
186,CASH_OUT,327282.92,C1217101602,327282.92,0.0,C918968605,83491.6,410774.52,1
330,TRANSFER,433916.73,C1666810985,0.0,0.0,C193819398,1868363.04,2302279.77,0
164,CASH_OUT,156946.38,C2144525518,0.0,0.0,C472751704,8184922.2,8341868.58,0
354,CASH_OUT,92629.37,C70077943,15307.0,0.0,C649223378,447518.6,540147.98,0
356,TRANSFER,413904.3,C1525857542,21438.0,0.0,C1713524554,0.0,413904.3,0
84,CASH_OUT,4830219.15,C610088962,4830219.15,0.0,C1925322228,0.0,4830219.15,1
564,CASH_OUT,196838.52,C2134197380,26950.0,0.0,C1354200972,4631116.71,4827955.23,0
182,CASH_OUT,69807.69,C310795041,0.0,0.0,C1610793079,282693.25,1234174.48,0
160,TRANSFER,778625.22,C230002349,0.0,0.0,C752046389,1790747.63,2613442.17,0
130,CASH_OUT,1494432.21,C735684642,1494432.21,0.0,C653403017,0.0,1494432.21,1
352,CASH_OUT,154052.34,C391483401,154052.34,0.0,C338683828,182065.24,336117.58,1
227,CASH_OUT,421449.86,C945048394,0.0,0.0,C2130142904,701973.03,1123422.89,0
16,TRANSFER,925661.01,C786680681,80165.0,0.0,C1124179736,2050455.06,3361775.21,0
305,CASH_OUT,154162.89,C828654475,0.0,0.0,C451879479,719822.3,873985.19,0
279,TRANSFER,524709.13,C1330353341,16653.44,0.0,C2013018630,4815528.37,5340237.49,0
95,CASH_OUT,190562.08,C1392546262,0.0,0.0,C1645325131,917299.88,1107861.96,0
44,CASH_OUT,189872.06,C373082045,107718.0,0.0,C1831972170,346980.65,536852.71,0
140,CASH_OUT,185073.94,C1382141116,922.0,0.0,C1033905669,4567522.21,4752596.14,0
134,CASH_OUT,150994.67,C277468517,233189.41,82194.74,C1327208452,123297.36,274292.04,0
238,CASH_OUT,5274773.52,C1067759526,5274773.52,0.0,C222456417,346223.18,5620996.7,1
278,TRANSFER,149406.3,C855262513,0.0,0.0,C1165623522,816256.04,965662.34,0
252,CASH_OUT,127214.24,C512338461,0.0,0.0,C1162684555,1095994.3,1223208.54,0
186,CASH_OUT,326211.24,C806792738,0.0,0.0,C1744599523,826108.4,1152319.64,0
229,CASH_OUT,119211.71,C995627596,35853.0,0.0,C1046746450,0.0,119211.71,0
255,CASH_OUT,985.55,C1311969910,0.0,0.0,C1516609597,1649696.56,1650682.11,0
177,CASH_OUT,198967.87,C1611141959,0.0,0.0,C850156849,283723.68,482691.56,0
210,CASH_OUT,167861.65,C610319469,23047.0,0.0,C1978829566,0.0,167861.65,0
211,CASH_OUT,178439.66,C1450505781,30289.11,0.0,C1794884120,1473934.37,1652374.03,0
132,CASH_OUT,183120.84,C1108711348,0.0,0.0,C1355181096,1234577.8,1417698.64,0
209,CASH_OUT,20756.35,C2110658586,0.0,0.0,C1711314727,74472.28,95228.64,0
235,TRANSFER,711643.82,C2054008119,0.0,0.0,C258825018,1541145.51,2252789.33,0
308,CASH_OUT,126419.14,C301664220,32382.0,0.0,C298345871,1310265.92,1436685.07,0
254,CASH_OUT,143912.8,C264555674,0.0,0.0,C1888895798,747418.85,891331.65,0
18,CASH_OUT,401764.89,C794148026,99880.0,0.0,C750537089,1443791.78,2198441.47,0
9,CASH_OUT,539723.73,C880821307,0.0,0.0,C571942943,1076689.06,2203389.76,0
257,CASH_OUT,242631.25,C2104813421,0.0,0.0,C996194152,1914644.0,2200881.13,0
259,CASH_OUT,156935.05,C1922844385,50377.0,0.0,C466432371,280965.25,437900.3,0
346,CASH_OUT,77314.69,C2111032615,0.0,0.0,C1524617906,448187.48,525502.17,0
352,CASH_OUT,323846.28,C2051020229,0.0,0.0,C259029114,1283753.22,1607599.5,0
258,CASH_OUT,234055.52,C585222887,50949.0,0.0,C1051923883,0.0,234055.52,0
259,CASH_OUT,125202.12,C1626912907,0.0,0.0,C2071941803,3475470.82,3600672.94,0
323,CASH_OUT,203284.45,C347817101,0.0,0.0,C228627683,480316.33,683600.78,0
137,CASH_OUT,217399.13,C1232039686,28156.0,0.0,C1700422688,83051.16,300450.29,0
185,CASH_OUT,163834.76,C915271218,60693.0,0.0,C2013303665,0.0,163834.76,0
129,CASH_OUT,234316.07,C1051931460,13356.0,0.0,C91214770,130711.07,365027.14,0
730,TRANSFER,1665334.68,C1901678626,1665334.68,0.0,C223228023,0.0,0.0,1
178,CASH_OUT,297.48,C706188537,0.0,0.0,C220379717,4238355.55,3804399.81,0
251,CASH_OUT,139571.76,C1185588309,1062238.65,922666.89,C872084703,2972014.59,3111586.35,0
159,CASH_OUT,321059.89,C728892206,356.0,0.0,C1352268976,3340050.99,3661110.88,0
43,CASH_OUT,91067.11,C1952776177,217364.63,126297.52,C1793686650,243068.93,334136.04,0
21,CASH_OUT,395378.68,C202017171,0.0,0.0,C1213362253,1434222.34,1829601.02,0
326,CASH_OUT,296506.82,C1918456822,0.0,0.0,C929660793,868594.56,1165101.39,0
184,CASH_OUT,327691.54,C1945019239,0.0,0.0,C646690592,479855.78,807547.32,0
554,TRANSFER,353785.26,C2082156144,353785.26,0.0,C1041223833,0.0,0.0,1
302,CASH_OUT,320235.45,C1321668454,413906.03,93670.58,C1860965818,6400092.24,6720327.69,0
140,CASH_OUT,156415.09,C493947755,0.0,0.0,C1338322586,362894.85,519309.93,0
154,CASH_OUT,393393.16,C1350976323,33004.0,0.0,C1883066167,285210.4,678603.56,0
327,CASH_OUT,124710.55,C1305964343,0.0,0.0,C1745185834,329140.41,453850.96,0
400,TRANSFER,881423.92,C980893599,0.0,0.0,C1735372405,1215400.02,2096823.94,0
255,CASH_OUT,97775.36,C1096002893,0.0,0.0,C1587986331,306968.98,404744.34,0
33,CASH_OUT,438702.74,C477614083,724346.0,285643.26,C1008976301,47661.19,486363.93,0
38,CASH_OUT,177544.48,C1895535195,659.0,0.0,C4105545,0.0,177544.48,0
632,CASH_OUT,52541.42,C2040719079,52541.42,0.0,C1305749769,0.0,52541.42,1
577,TRANSFER,307538.32,C2046847356,0.0,0.0,C2047960409,1935720.4,2243258.72,0
404,CASH_OUT,139551.32,C615664533,11215.0,0.0,C1736177001,0.0,139551.32,0
163,TRANSFER,537197.12,C39525652,0.0,0.0,C827512339,1374049.13,2427601.64,0
210,TRANSFER,85296.86,C174690125,0.0,0.0,C1576576326,243786.56,329083.42,0
356,CASH_OUT,4269.64,C1531053137,0.0,0.0,C1841392893,2182074.52,2186344.16,0
378,CASH_OUT,44351.06,C391137361,101194.0,56842.94,C1695752909,521630.57,565981.63,0
255,CASH_OUT,120167.52,C105230112,35067.0,0.0,C1136510574,699379.29,819546.81,0
18,CASH_OUT,200243.13,C848014130,11186.0,0.0,C38102139,20901.0,195792.71,0
209,CASH_OUT,345594.35,C244385551,0.0,0.0,C2055609374,2689649.67,3035244.02,0
156,CASH_OUT,468269.77,C300246831,120100.0,0.0,C1958931937,475904.24,944174.02,0
331,CASH_OUT,117640.8,C809327243,21299.0,0.0,C1809057132,0.0,117640.8,0
637,TRANSFER,447474.67,C2075459960,447474.67,0.0,C515022418,0.0,0.0,1
40,TRANSFER,535171.94,C1023543468,0.0,0.0,C561341464,1164212.06,1699384.0,0
94,CASH_OUT,130658.69,C1825957785,43876.0,0.0,C380691971,3587.36,134246.06,0
235,CASH_OUT,159574.93,C962247609,10180.0,0.0,C1150667052,1779825.96,1939400.88,0
300,CASH_OUT,70655.6,C1469213206,0.0,0.0,C72375576,1038970.34,1109625.94,0
185,CASH_OUT,45723.85,C1428566354,0.0,0.0,C1423507503,575844.91,621568.76,0
226,CASH_OUT,246416.74,C1183665615,0.0,0.0,C529078619,968399.39,1214816.13,0
403,CASH_OUT,163915.42,C215461307,0.0,0.0,C1393344359,9883012.69,10046928.11,0
382,TRANSFER,342189.36,C1217094476,0.0,0.0,C547784007,1075262.15,1417451.5,0
165,CASH_OUT,71124.1,C2097991628,0.0,0.0,C677870935,313235.08,384359.19,0
298,CASH_OUT,78676.62,C368352178,0.0,0.0,C206814234,8999963.97,9078640.59,0
162,CASH_OUT,523354.51,C721008331,21562.0,0.0,C97578475,0.0,523354.51,0
306,CASH_OUT,90247.79,C1798395894,0.0,0.0,C51694666,244612.75,334860.55,0
307,CASH_OUT,215203.09,C727863512,99612.0,0.0,C1171512902,1510767.55,1725970.64,0
349,CASH_OUT,494135.8,C607633706,57123.0,0.0,C1007357500,93203.15,587338.95,0
330,CASH_OUT,606.01,C818691615,0.0,0.0,C1006195220,840244.25,840850.26,0
277,CASH_OUT,11259.8,C1923195332,0.0,0.0,C83544772,146449.7,157709.5,0
11,CASH_OUT,112097.4,C1520970303,151506.0,39408.6,C68044237,2774745.67,2292674.55,0
19,TRANSFER,416906.99,C2060954552,0.0,0.0,C2146028027,937209.54,2399460.93,0
20,CASH_OUT,219730.65,C795365940,36243.4,0.0,C1214674622,939245.6,1158976.25,0
162,CASH_OUT,147945.24,C1095586837,8196.0,0.0,C592707718,258813.94,406759.18,0
179,TRANSFER,157133.5,C1892644258,9993.88,0.0,C444147511,286216.53,443350.04,0
140,TRANSFER,247267.13,C912860436,554558.04,307290.91,C1241115940,1088995.09,1336262.21,0
281,CASH_OUT,149153.3,C2005208890,30786.0,0.0,C1234983019,265369.45,414522.75,0
259,CASH_OUT,14683.08,C1224960095,15206.0,522.92,C1585707785,0.0,14683.08,0
209,CASH_OUT,286189.96,C1088143941,0.0,0.0,C233232172,321571.7,607761.66,0
345,TRANSFER,785968.45,C2010413675,14335.0,0.0,C1776216215,167656.91,953625.36,0
9,CASH_OUT,189913.93,C1313393254,303055.0,113141.07,C394918839,0.0,66207.48,0
328,CASH_OUT,218899.22,C1543484412,105429.0,0.0,C1042403087,0.0,218899.22,0
548,CASH_OUT,248070.54,C487908010,0.0,0.0,C195763772,1261434.88,1509505.42,0
395,TRANSFER,557110.07,C804684418,0.0,0.0,C956952972,668738.24,1225848.3,0
308,CASH_OUT,82347.08,C1338882901,0.0,0.0,C648400841,103831.64,186178.72,0
14,CASH_OUT,281823.86,C337855939,50306.0,0.0,C24176920,14447872.01,15692479.36,0
161,CASH_OUT,75610.66,C869315887,427924.92,352314.26,C1895355456,1308008.84,1383619.5,0
231,CASH_OUT,120827.15,C1266880942,0.0,0.0,C173077042,2561665.96,3193711.62,0
259,CASH_OUT,273053.18,C1667448634,11089.0,0.0,C649898026,0.0,273053.18,0
14,CASH_OUT,207938.21,C333103767,0.0,0.0,C1343108348,2751461.31,3213614.28,0
96,CASH_OUT,140537.39,C235092077,0.0,0.0,C1714813968,7062175.2,7202712.59,0
189,CASH_OUT,89058.02,C1219944442,0.0,0.0,C1401306142,249834.49,338892.51,0
275,CASH_OUT,157479.61,C1740623323,51479.0,0.0,C1327330416,0.0,157479.61,0
228,CASH_OUT,313423.62,C440540341,3934.0,0.0,C813484119,106905.7,420329.33,0
227,CASH_OUT,276003.4,C1526310130,160.0,0.0,C1309832365,321502.43,597505.83,0
373,CASH_OUT,15874.13,C1515223520,0.0,0.0,C1749143809,510296.5,526170.63,0
187,CASH_OUT,60107.02,C876429689,0.0,0.0,C651249800,2490092.09,2550199.11,0
280,TRANSFER,341902.26,C312207789,49886.0,0.0,C1357361138,0.0,341902.26,0
284,TRANSFER,31297.38,C1475933517,0.0,0.0,C2020659135,569875.71,601173.09,0
37,CASH_OUT,127186.64,C2008470837,87672.31,0.0,C696804092,321655.05,369126.8,0
350,CASH_OUT,297567.59,C1597859288,345602.0,48034.41,C1684354593,74941.19,372508.78,0
403,CASH_OUT,76715.86,C1216696746,595228.0,518512.14,C13118630,1708375.46,1785091.32,0
14,TRANSFER,600713.52,C1448666824,106014.0,0.0,C1168719049,259875.38,589482.55,0
232,CASH_OUT,5277.03,C1608650265,5029.0,0.0,C95277592,178209.93,183486.96,0
346,CASH_OUT,196456.66,C284559340,0.0,0.0,C663668101,1650501.27,1846957.93,0
253,TRANSFER,6000.08,C236687514,24842.0,18841.92,C202986030,0.0,6000.08,0
15,CASH_OUT,51593.78,C372065846,0.0,0.0,C770213024,1284170.11,1188355.68,0
42,CASH_OUT,154630.12,C1647635145,0.0,0.0,C878817646,727866.43,1767193.76,0
277,TRANSFER,175651.98,C1047957900,20560.0,0.0,C1387028968,12622546.09,12798198.07,0
135,CASH_OUT,176458.43,C91007325,3743.0,0.0,C2145882459,289152.15,543428.77,0
502,CASH_OUT,4758180.79,C1958197086,4758180.79,0.0,C350442116,0.0,4758180.79,1
373,CASH_OUT,162677.66,C429483916,0.0,0.0,C818915563,3275676.93,3438354.59,0
163,CASH_OUT,123764.85,C1396354813,78643.0,0.0,C682323411,49924.88,173689.74,0
256,CASH_OUT,26735.57,C750190538,31331.0,4595.43,C159071193,28767.29,55502.86,0
309,CASH_OUT,22496.36,C1012902161,5592.65,0.0,C379529481,707457.03,729953.39,0
185,CASH_OUT,373781.46,C1390155905,16840.0,0.0,C1333387086,55709.4,429490.86,0
303,CASH_OUT,238233.66,C1010902089,0.0,0.0,C1596448788,1720913.22,1959146.88,0
228,CASH_OUT,5048.19,C916055147,0.0,0.0,C1707160175,3053871.67,3058919.86,0
161,CASH_OUT,82376.67,C1880177870,0.0,0.0,C899621558,5095292.34,5177669.01,0
687,CASH_OUT,138162.29,C478728529,32328.0,0.0,C2054263380,2201567.32,2339729.6,0
44,CASH_OUT,211633.5,C1238659367,115781.0,0.0,C1727219310,112952.41,324585.9,0
332,CASH_OUT,54161.28,C1653594283,20955.0,0.0,C58117663,0.0,54161.28,0
144,TRANSFER,1180551.66,C24562131,0.0,0.0,C194116009,3034910.59,4215462.25,0
69,TRANSFER,353313.55,C275034566,353313.55,0.0,C782534893,0.0,0.0,1
15,CASH_OUT,135240.56,C1197887849,0.0,0.0,C940847431,1223533.08,1260744.81,0
10,CASH_OUT,310140.77,C1563548020,0.0,0.0,C1289716559,533052.15,918514.88,0
303,CASH_OUT,19686.7,C1717790013,0.0,0.0,C643196952,798753.62,818440.32,0
329,CASH_OUT,96268.69,C92546848,34.0,0.0,C709401562,0.0,96268.69,0
21,CASH_OUT,346772.39,C1948843169,0.0,0.0,C1808051559,2411046.24,2757818.63,0
404,CASH_OUT,182148.54,C2128414443,17014.2,0.0,C570989098,594914.99,777063.52,0
166,TRANSFER,258639.14,C1347680553,3563.0,0.0,C82440930,1486093.81,1744732.95,0
331,CASH_OUT,137649.98,C377193035,0.0,0.0,C242733863,141582.56,279232.54,0
139,CASH_OUT,282342.43,C81900668,107751.0,0.0,C784176608,2149109.8,2431452.23,0
522,CASH_OUT,126375.15,C1526862226,5255.0,0.0,C1853746446,428461.18,554836.33,0
371,CASH_OUT,409690.74,C153685607,16174.0,0.0,C1861329839,0.0,409690.74,0
322,CASH_OUT,184580.87,C619126598,623.0,0.0,C1912132156,84156.82,98032.98,0
403,CASH_OUT,296110.89,C951898834,111485.0,0.0,C248937559,2458543.26,2754654.14,0
178,TRANSFER,832230.81,C1643213268,0.0,0.0,C1330478726,9555383.66,10387614.48,0
235,CASH_OUT,16241.13,C1147025228,21733.0,5491.87,C1092166394,0.0,16241.13,0
328,CASH_OUT,202014.22,C2142561000,0.0,0.0,C64685574,1093188.27,1295202.5,0
355,CASH_OUT,190831.22,C1230102811,31266.0,0.0,C1595229839,380214.92,571046.14,0
282,CASH_OUT,18285.42,C757498472,1000.0,0.0,C5257580,0.0,18285.42,0
401,CASH_OUT,368317.26,C498728171,0.0,0.0,C1789078504,3624574.75,3992892.02,0
303,CASH_OUT,245168.63,C1726431030,0.0,0.0,C1578440020,838218.0,1083386.62,0
281,TRANSFER,258337.65,C660927125,0.0,0.0,C427687419,291425.53,549763.18,0
355,CASH_OUT,299625.89,C1868693414,0.0,0.0,C1503151116,2122109.02,2421734.9,0
257,CASH_OUT,59006.62,C1567720243,10428.0,0.0,C1728073543,4083768.0,4142774.62,0
277,CASH_OUT,140263.49,C1673396971,0.0,0.0,C1747371853,1119981.77,1260245.26,0
134,CASH_OUT,17626.01,C903326590,10250.0,0.0,C892252553,0.0,17626.01,0
181,CASH_OUT,136835.79,C2024614214,0.0,0.0,C2078998355,900056.05,1036891.84,0
379,CASH_OUT,243898.42,C1198468992,0.0,0.0,C688516393,1603396.5,1847294.92,0
259,CASH_OUT,58444.95,C924596021,62889.65,4444.7,C271805780,1425874.08,1484319.03,0
413,CASH_OUT,341441.17,C204567702,341441.17,0.0,C1336378574,0.0,341441.17,1
401,CASH_OUT,111169.73,C977253392,95288.0,0.0,C442585305,306260.5,417430.22,0
165,CASH_OUT,75044.67,C2125087865,51118.0,0.0,C612574776,686119.93,761164.6,0
144,CASH_OUT,127718.37,C161171538,317.5,0.0,C1217400138,2078799.62,2206517.99,0
345,CASH_OUT,367114.49,C1615232258,9987.81,0.0,C1767510535,3222125.33,3589239.82,0
179,CASH_OUT,190590.65,C1359352679,190590.65,0.0,C842294440,35681.5,226272.15,1
356,CASH_OUT,18856.36,C1484557003,36744.0,17887.64,C1558575635,239609.02,258465.38,0
237,CASH_OUT,130863.17,C1969489184,0.0,0.0,C11659396,2772595.77,2903458.94,0
304,CASH_OUT,255488.43,C667995541,10690.0,0.0,C1735438746,1147620.99,1403109.42,0
329,CASH_OUT,21321.3,C820512782,0.0,0.0,C272125195,103672.29,124993.59,0
182,CASH_OUT,111620.84,C914025270,0.0,0.0,C1927715837,1026564.54,1138185.39,0
404,CASH_OUT,292836.75,C907150796,0.0,0.0,C1861004618,3631973.66,3924810.42,0
355,TRANSFER,390637.15,C892716119,0.0,0.0,C1912277171,2473552.67,2864189.82,0
225,TRANSFER,3347686.54,C2028607901,48061.0,0.0,C671812992,208164.07,3555850.62,0
310,CASH_OUT,391416.74,C1847818874,0.0,0.0,C383047256,781718.62,1173135.36,0
396,CASH_OUT,55535.69,C1167071627,0.0,0.0,C94698139,178565.24,234100.93,0
15,CASH_OUT,316318.45,C1813279787,224259.0,0.0,C1154944804,878183.09,2270216.37,0
213,TRANSFER,462241.17,C1538646052,267.0,0.0,C1919773847,431748.4,893989.57,0
281,CASH_OUT,227268.44,C483917747,313019.0,85750.56,C388251800,579195.75,806464.19,0
136,CASH_OUT,37396.86,C656848535,10594.0,0.0,C1303998357,171384.18,102205.46,0
18,TRANSFER,350400.85,C1037758403,0.0,0.0,C1239826343,786632.15,1137033.0,0
353,CASH_OUT,66624.67,C818168182,100982.0,34357.33,C1974377235,5788113.96,5854738.63,0
231,CASH_OUT,102775.3,C1995931792,0.0,0.0,C2001973243,587346.5,690121.8,0
165,CASH_OUT,281157.49,C98275310,0.0,0.0,C2103219468,649463.25,930620.74,0
329,CASH_OUT,321625.93,C1569723641,21593.0,0.0,C1368718509,120750.78,442376.71,0
209,CASH_OUT,77908.07,C1598493941,0.0,0.0,C1606315583,737470.71,815378.78,0
329,CASH_OUT,211989.42,C1085438627,0.0,0.0,C1986115638,301512.85,513502.27,0
299,CASH_OUT,257861.74,C1483628491,0.0,0.0,C1141221649,338284.45,596146.18,0
236,CASH_OUT,55214.06,C1834320133,29766.0,0.0,C716715648,185722.68,240936.74,0
34,CASH_OUT,109731.79,C1235246889,0.0,0.0,C1933583877,171852.33,281584.12,0
137,TRANSFER,580428.92,C1615487755,34573.0,0.0,C2135817291,782988.44,1363417.36,0
322,TRANSFER,4036045.45,C1012394627,0.0,0.0,C1682618790,5108298.63,9144344.08,0
349,CASH_OUT,14279.89,C661074170,14279.89,0.0,C2110252237,983.0,0.0,1
326,CASH_OUT,234750.45,C1964373704,0.0,0.0,C1084836143,12774128.91,13008879.36,0
276,CASH_OUT,266886.23,C383987737,0.0,0.0,C1627446436,2281102.45,2547988.68,0
43,CASH_OUT,89143.57,C2000405682,8330.0,0.0,C345229207,9245903.16,9335046.73,0
399,TRANSFER,4378096.24,C494422036,31293.0,0.0,C445474073,129011.98,4507108.22,0
513,CASH_OUT,217506.28,C1899106071,217506.28,0.0,C1046276504,78480.8,295987.08,1
187,CASH_OUT,10503.84,C662807561,0.0,0.0,C159338389,59124.66,69628.49,0
540,CASH_OUT,275476.61,C118719083,201626.0,0.0,C1762804236,0.0,275476.61,0
259,CASH_OUT,39402.62,C165043154,0.0,0.0,C1923943424,513073.31,552475.93,0
131,CASH_OUT,58097.52,C818813572,101.0,0.0,C278884990,42675.13,100772.65,0
297,CASH_OUT,85483.71,C1842309675,0.0,0.0,C474310761,2438055.99,2523539.7,0
401,TRANSFER,2192559.71,C193767483,0.0,0.0,C944942446,5142505.56,7335065.27,0
38,CASH_OUT,355919.8,C1712758710,108.0,0.0,C382648630,342889.92,698809.73,0
206,CASH_OUT,104093.42,C641941840,0.0,0.0,C1012428288,428136.8,532230.22,0
132,CASH_OUT,798988.61,C606935907,73934.0,0.0,C1538833639,0.0,945042.65,0
380,CASH_OUT,146212.84,C865094685,0.0,0.0,C2109070551,873788.45,1020001.28,0
298,CASH_OUT,35828.34,C1878191594,0.0,0.0,C631700512,121090.17,156918.51,0
184,TRANSFER,84693.87,C737884847,0.0,0.0,C1114332696,381316.9,466010.77,0
44,CASH_OUT,149928.42,C1943412148,19831.0,0.0,C1262849963,0.0,149928.42,0
206,CASH_OUT,104256.54,C894391155,0.0,0.0,C977029484,948084.17,1052340.71,0
33,CASH_OUT,406670.43,C295984304,142144.0,0.0,C924347625,42912.64,449583.06,0
35,TRANSFER,564147.95,C1246790673,0.0,0.0,C815218207,4620990.73,5185138.68,0
302,CASH_OUT,442558.53,C609501275,0.0,0.0,C350383477,3115810.69,3724898.82,0
186,CASH_OUT,203998.6,C1813689840,48843.0,0.0,C2076701477,495663.18,699661.78,0
690,TRANSFER,645170.92,C1304588739,0.0,0.0,C1057509218,1182346.57,1827517.49,0
587,TRANSFER,1120845.95,C1450744339,0.0,0.0,C1455042586,1875826.77,2996672.72,0
284,CASH_OUT,94957.28,C1957543015,0.0,0.0,C710859885,199843.02,294800.3,0
322,CASH_OUT,98264.96,C1870655591,20898.0,0.0,C73055157,0.0,98264.96,0
261,CASH_OUT,86942.82,C2113004188,120851.0,33908.18,C999447702,706624.35,793567.18,0
182,CASH_OUT,91367.88,C59002577,0.0,0.0,C1656639404,171178.28,262546.16,0
22,TRANSFER,215115.37,C1750768503,20900.0,0.0,C615274490,1596754.72,1811870.09,0
401,TRANSFER,691796.98,C1261144717,106647.0,0.0,C1247626959,4555362.14,5247159.12,0
718,CASH_OUT,9749042.95,C1139926828,9749042.95,0.0,C1698433621,213495.23,9962538.18,1
18,CASH_OUT,54883.67,C707019932,0.0,0.0,C1973224921,305526.05,360409.73,0
129,TRANSFER,928009.35,C521478839,0.0,0.0,C1859910612,1951709.6,2879718.95,0
133,TRANSFER,961859.66,C1613740870,104135.0,0.0,C64198691,35305.0,997164.66,0
378,CASH_OUT,49256.04,C1581602711,2125.67,0.0,C276003562,377065.49,426321.52,0
139,CASH_OUT,185147.59,C1957266009,0.0,0.0,C481291135,1527971.8,1713119.39,0
17,CASH_OUT,182330.57,C951558872,0.0,0.0,C256138592,556012.83,544412.73,0
212,CASH_OUT,532624.94,C1086899430,0.0,0.0,C1700069364,747252.86,1279877.79,0
10,CASH_OUT,270365.99,C1344039220,0.0,0.0,C735225137,2884860.23,4336137.78,0
159,CASH_OUT,74995.36,C835607397,0.0,0.0,C1855990247,396423.77,471419.14,0
131,TRANSFER,242538.65,C1163612396,206.0,0.0,C13621255,17468.1,260006.75,0
33,CASH_OUT,140197.82,C1028604292,0.0,0.0,C1269405790,351380.63,491578.44,0
325,CASH_OUT,166309.28,C1921143009,0.0,0.0,C1297375011,846578.28,1012887.56,0
179,CASH_OUT,254380.12,C1320661532,507877.0,253496.88,C70936507,796003.69,1603552.13,0
394,TRANSFER,109092.35,C460862709,0.0,0.0,C914221060,1148533.38,1257625.73,0
683,CASH_OUT,70544.51,C1738585304,0.0,0.0,C2108788226,544105.65,614650.16,0
201,TRANSFER,74971.81,C1094222416,0.0,0.0,C76665950,265795.93,340767.74,0
19,TRANSFER,1589942.4,C147881091,0.0,0.0,C706331499,2759547.86,4765982.21,0
206,CASH_OUT,169292.17,C154364086,0.0,0.0,C1606048814,729642.61,898934.78,0
374,CASH_OUT,557.18,C1178277001,20814.0,20256.82,C1415223542,210643.38,211200.56,0
153,TRANSFER,2703357.31,C1998256068,124072.76,0.0,C96415425,11290609.62,13993966.93,0
379,CASH_OUT,264275.24,C177797075,61341.26,0.0,C1909655465,2425665.09,2689940.33,0
203,CASH_OUT,140860.74,C104128611,0.0,0.0,C592999214,744177.75,1092608.17,0
236,CASH_OUT,102272.9,C142114202,0.0,0.0,C1680525470,1153166.5,1255439.4,0
347,CASH_OUT,44690.27,C1720932883,11204.0,0.0,C1625592559,139380.69,184070.95,0
332,CASH_OUT,173102.78,C1823684771,12115.0,0.0,C1386096182,1290.24,174393.02,0
403,CASH_OUT,19874.18,C410669479,8165.0,0.0,C247625638,21199.0,41073.18,0
254,TRANSFER,188248.33,C310479219,0.0,0.0,C993295182,327162.37,515410.71,0
165,CASH_OUT,488728.85,C1443073769,0.0,0.0,C1476569580,2230271.37,2719000.22,0
203,CASH_OUT,62646.85,C183470439,0.0,0.0,C2145466584,349460.33,412107.18,0
709,CASH_OUT,55743.85,C1453371223,51144.0,0.0,C1256805608,120845.19,176589.03,0
37,CASH_OUT,161774.38,C1264932191,11329.0,0.0,C1588341079,368507.52,530281.9,0
183,CASH_OUT,65769.92,C1768159809,6792.0,0.0,C1182067824,789905.98,855675.9,0
382,CASH_OUT,69571.91,C1030790514,14935.0,0.0,C1273243343,310344.85,379916.76,0
41,CASH_OUT,248962.14,C900669001,603104.17,354142.02,C1795589331,0.0,248962.14,0
352,CASH_OUT,207401.41,C2066597677,63567.0,0.0,C1693670752,132705.81,340107.22,0
183,CASH_OUT,175079.08,C136101536,100521.0,0.0,C673381066,1552668.67,1727747.75,0
163,CASH_OUT,13035.63,C681122523,0.0,0.0,C1374366097,75021.69,88057.32,0
211,CASH_OUT,183323.24,C453032262,5093.0,0.0,C852851965,175912.46,359235.7,0
135,TRANSFER,1318381.52,C457100628,0.0,0.0,C8733802,7912872.88,9231254.4,0
158,CASH_OUT,122014.38,C1388762889,287201.79,165187.42,C667131879,585351.94,707366.31,0
285,TRANSFER,207477.27,C414262599,19685.07,0.0,C100048256,3456478.52,3663955.79,0
18,TRANSFER,351156.45,C2045773467,67192.57,0.0,C1092318644,9547398.43,10310216.35,0
350,CASH_OUT,127801.23,C113846148,741.0,0.0,C683616794,116606.16,244407.4,0
18,TRANSFER,64406.95,C702582738,0.0,0.0,C1416975851,592043.02,656449.98,0
42,CASH_OUT,91624.09,C1148850425,21232.0,0.0,C1839590606,871375.9,1088989.79,0
299,CASH_OUT,128356.31,C1402216640,3417.0,0.0,C363568484,0.0,128356.31,0
135,CASH_OUT,319064.87,C1540850007,11887.0,0.0,C1854403726,60910.57,379975.43,0
398,CASH_OUT,50722.16,C688111556,50722.16,0.0,C679530338,21829.49,72551.64,1
